dmd_id,item_cd,res_grp_cd,res_cd,kind,start,end
FP_0000007,5100334,3205,10006268,demand,2022-04-27 07:00:00,2022-04-27 21:36:40
FP_0000007,5100334,3205,10006268,demand,2022-04-26 23:03:20,2022-04-27 00:00:00
FP_0000007_FP_0000351,5140082,3205,10006268,job_change,2022-04-28 07:00:00,2022-04-28 10:30:00
FP_0000010,5101327,3203,10001360,demand,2022-04-26 10:50:33,2022-04-26 21:50:33
FP_0000011,5101329,3203,10001369,demand,2022-04-25 07:00:00,2022-04-25 10:15:00
FP_0000011_FP_0000497,5141760,3203,10001369,job_change,2022-04-25 10:15:00,2022-04-25 16:15:00
FP_0000025,5105464,3203,10001360,demand,2022-04-26 08:45:00,2022-04-26 10:50:33
FP_0000058,5107372,3204,10004538,demand,2022-04-28 14:22:55,2022-04-28 20:20:37
FP_0000058_FP_0000345,5140022,3204,10004538,job_change,2022-04-28 20:20:37,2022-04-28 23:50:37
FP_0000059,5107372,3204,10004538,demand,2022-05-03 16:23:16,2022-05-03 17:29:32
FP_0000066,5107671,3203,10001360,demand,2022-04-26 07:00:00,2022-04-26 08:45:00
FP_0000066,5107671,3203,10001360,demand,2022-04-25 07:00:00,2022-04-26 00:00:00
FP_0000074,5108185,3107,10006506,demand,2022-04-27 07:37:42,2022-04-27 12:58:30
FP_0000074_FP_0000167,5124651,3107,10006506,job_change,2022-04-27 12:58:30,2022-04-27 17:28:30
FP_0000079,5108373,X247,X247,demand,2022-04-27 09:00:00,2022-04-27 13:20:42
FP_0000161,5124414,3105,10000798,demand,2022-04-29 15:43:50,2022-04-29 17:33:39
FP_0000167,5124651,3107,10006506,demand,2022-04-27 17:28:30,2022-04-27 18:10:18
FP_0000180,5124786,3105,10000798,demand,2022-04-25 07:00:00,2022-04-25 19:13:20
FP_0000180_FP_0000308,5129868,3105,10000798,job_change,2022-04-25 19:13:20,2022-04-25 19:43:20
FP_0000181,5124786,3105,10000798,demand,2022-04-27 07:00:00,2022-04-27 15:25:34
FP_0000181,5124786,3105,10000798,demand,2022-04-26 22:03:20,2022-04-27 00:00:00
FP_0000182,5124786,3105,10000798,demand,2022-05-03 07:00:00,2022-05-03 08:40:29
FP_0000182,5124786,3105,10000798,demand,2022-05-02 19:33:35,2022-05-02 23:00:00
FP_0000182_FP_0000184,5124787,3105,10000798,job_change,2022-05-03 08:40:29,2022-05-03 09:10:29
FP_0000183,5124787,3105,10000798,demand,2022-05-02 07:00:00,2022-05-02 15:46:48
FP_0000183,5124787,3105,10000798,demand,2022-04-29 18:59:38,2022-04-29 21:00:00
FP_0000184,5124787,3105,10000798,demand,2022-05-03 09:10:29,2022-05-03 12:02:27
FP_0000186,5124830,3202,10001463,demand,2022-04-26 07:00:00,2022-04-26 07:46:40
FP_0000186,5124830,3202,10001463,demand,2022-04-25 07:00:00,2022-04-26 00:00:00
FP_0000187,5124851,3202,10001469,demand,2022-04-25 07:00:00,2022-04-26 00:00:00
FP_0000187,5124851,3202,10001469,demand,2022-04-26 07:00:00,2022-04-26 13:20:00
FP_0000188,5124851,3202,10001469,demand,2022-04-26 13:20:00,2022-04-26 13:34:42
FP_0000214,5125825,3105,10000798,demand,2022-04-29 13:50:43,2022-04-29 15:43:50
FP_0000253,5127761,3204,10004538,demand,2022-04-25 07:00:00,2022-04-25 10:58:00
FP_0000253_FP_0000344,5140022,3204,10004538,job_change,2022-04-25 10:58:00,2022-04-25 14:28:00
FP_0000268,5128589,3204,10004538,demand,2022-04-26 09:43:00,2022-04-26 11:16:20
FP_0000269,5128601,3204,10001542,demand,2022-04-26 14:30:00,2022-04-26 16:38:20
FP_0000305,5129867,3105,10000798,demand,2022-04-26 07:00:00,2022-04-26 22:03:20
FP_0000305,5129867,3105,10000798,demand,2022-04-25 22:46:40,2022-04-25 23:00:00
FP_0000306,5129867,3105,10000798,demand,2022-04-28 07:00:00,2022-04-28 15:16:17
FP_0000306,5129867,3105,10000798,demand,2022-04-27 15:25:34,2022-04-28 00:00:00
FP_0000307,5129867,3105,10000798,demand,2022-05-02 15:46:48,2022-05-02 19:33:35
FP_0000308,5129868,3105,10000798,demand,2022-04-25 19:43:20,2022-04-25 22:46:40
FP_0000309,5129868,3105,10000798,demand,2022-04-28 17:15:23,2022-04-29 00:00:00
FP_0000309,5129868,3105,10000798,demand,2022-04-29 07:00:00,2022-04-29 11:53:20
FP_0000309_FP_0000532,5142182,3105,10000798,job_change,2022-04-29 11:53:20,2022-04-29 12:23:20
FP_0000310,5129868,3105,10000798,demand,2022-05-03 12:02:27,2022-05-03 13:29:54
FP_0000341,5139979,3204,10004538,demand,2022-04-27 07:00:00,2022-04-27 10:24:40
FP_0000341,5139979,3204,10004538,demand,2022-04-26 11:16:20,2022-04-27 00:00:00
FP_0000342,5139979,3204,10004538,demand,2022-04-28 07:00:00,2022-04-28 10:34:01
FP_0000342,5139979,3204,10004538,demand,2022-04-27 10:24:40,2022-04-28 00:00:00
FP_0000342_FP_0000549,5142249,3204,10004538,job_change,2022-04-28 10:34:01,2022-04-28 14:04:01
FP_0000343,5139979,3204,10004538,demand,2022-05-02 14:25:45,2022-05-02 23:11:41
FP_0000343_FP_0000346,5140022,3204,10004538,job_change,2022-05-03 07:00:00,2022-05-03 10:30:00
FP_0000344,5140022,3204,10004538,demand,2022-04-26 07:00:00,2022-04-26 09:43:00
FP_0000344,5140022,3204,10004538,demand,2022-04-25 14:28:00,2022-04-26 00:00:00
FP_0000345,5140022,3204,10004538,demand,2022-05-02 07:00:00,2022-05-02 07:15:15
FP_0000345,5140022,3204,10004538,demand,2022-04-29 07:00:00,2022-04-30 00:00:00
FP_0000345,5140022,3204,10004538,demand,2022-04-28 23:50:37,2022-04-29 00:00:00
FP_0000346,5140022,3204,10004538,demand,2022-05-03 10:30:00,2022-05-03 16:23:16
FP_0000347,5140025,3204,10001542,demand,2022-04-29 07:00:00,2022-04-29 10:12:55
FP_0000347,5140025,3204,10001542,demand,2022-04-28 22:41:40,2022-04-29 00:00:00
FP_0000348,5140025,3204,10001542,demand,2022-04-29 19:11:55,2022-04-29 20:16:47
FP_0000349,5140026,3204,10001542,demand,2022-05-04 21:30:06,2022-05-05 00:00:00
FP_0000349,5140026,3204,10001542,demand,2022-05-05 07:00:00,2022-05-05 07:24:31
FP_0000350,5140026,3204,10001542,demand,2022-05-05 07:24:31,2022-05-05 07:57:32
FP_0000351,5140082,3205,10006268,demand,2022-04-28 10:30:00,2022-04-28 11:20:38
FP_0000357,5140312,X247,X247,demand,2022-04-27 07:00:00,2022-04-27 09:00:00
FP_0000357,5140312,X247,X247,demand,2022-04-26 07:00:00,2022-04-26 16:00:00
FP_0000357,5140312,X247,X247,demand,2022-04-25 14:46:40,2022-04-25 16:00:00
FP_0000358,5140532,3204,10004538,demand,2022-05-02 07:15:15,2022-05-02 08:28:52
FP_0000363,5140686,3105,10000798,demand,2022-04-28 15:16:17,2022-04-28 16:45:23
FP_0000363_FP_0000309,5129868,3105,10000798,job_change,2022-04-28 16:45:23,2022-04-28 17:15:23
FP_0000367,5140735,X267,X267,demand,2022-04-26 07:00:00,2022-04-26 07:10:00
FP_0000367,5140735,X267,X267,demand,2022-04-25 07:00:00,2022-04-25 16:00:00
FP_0000373,5140770,3107,10006506,demand,2022-04-25 07:12:50,2022-04-26 00:00:00
FP_0000373,5140770,3107,10006506,demand,2022-04-26 07:00:00,2022-04-26 11:33:22
FP_0000373_FP_0000587,5142482,3107,10006506,job_change,2022-04-26 11:33:22,2022-04-26 16:03:22
FP_0000377,5140783,3104,10005847,demand,2022-04-26 07:00:00,2022-04-26 15:36:40
FP_0000377,5140783,3104,10005847,demand,2022-04-25 18:48:20,2022-04-25 22:00:00
FP_0000377_FP_0000381,5140787,3104,10005847,job_change,2022-04-26 15:36:40,2022-04-26 20:06:40
FP_0000379,5140785,3104,10005847,demand,2022-04-25 07:00:00,2022-04-25 18:48:20
FP_0000381,5140787,3104,10005847,demand,2022-04-26 20:06:40,2022-04-26 20:14:02
FP_0000382,5140801,3107,10006506,demand,2022-04-27 18:10:18,2022-04-27 19:59:28
FP_0000383,5140803,3102,10006436,demand,2022-04-29 07:00:00,2022-04-29 12:43:20
FP_0000383,5140803,3102,10006436,demand,2022-04-28 07:00:00,2022-04-29 00:00:00
FP_0000383,5140803,3102,10006436,demand,2022-04-27 18:23:20,2022-04-28 00:00:00
FP_0000384,5140805,3102,10006437,demand,2022-04-25 10:20:00,2022-04-25 12:00:00
FP_0000385,5140805,3102,10006437,demand,2022-04-28 11:30:00,2022-04-28 12:21:25
FP_0000386,5140806,3102,10006437,demand,2022-04-27 07:00:00,2022-04-27 13:53:20
FP_0000386,5140806,3102,10006437,demand,2022-04-26 07:00:00,2022-04-27 00:00:00
FP_0000386,5140806,3102,10006437,demand,2022-04-25 12:00:00,2022-04-26 00:00:00
FP_0000386_FP_0000383,5140803,3102,10006437,job_change,2022-04-27 13:53:20,2022-04-27 18:23:20
FP_0000386_FP_0000383,5140803,3102,10006436,job_change,2022-04-27 13:53:20,2022-04-27 18:23:20
FP_0000387,5140808,3102,10006437,demand,2022-04-27 18:23:20,2022-04-27 20:37:20
FP_0000387_FP_0000385,5140805,3102,10006437,job_change,2022-04-28 07:00:00,2022-04-28 11:30:00
FP_0000392,5140895,3204,10001542,demand,2022-04-26 16:38:20,2022-04-27 00:00:00
FP_0000392,5140895,3204,10001542,demand,2022-04-27 07:00:00,2022-04-28 00:00:00
FP_0000392,5140895,3204,10001542,demand,2022-04-28 07:00:00,2022-04-28 22:41:40
FP_0000393,5140895,3204,10001542,demand,2022-05-02 07:00:00,2022-05-02 23:07:43
FP_0000393,5140895,3204,10001542,demand,2022-04-29 20:16:47,2022-04-30 00:00:00
FP_0000394,5140895,3204,10001542,demand,2022-04-29 10:12:55,2022-04-29 19:11:55
FP_0000396,5140896,3204,10001542,demand,2022-04-25 07:00:00,2022-04-26 00:00:00
FP_0000396,5140896,3204,10001542,demand,2022-04-26 07:00:00,2022-04-26 14:30:00
FP_0000397,5140896,3204,10001542,demand,2022-05-03 07:00:00,2022-05-04 00:00:00
FP_0000397,5140896,3204,10001542,demand,2022-05-02 23:17:38,2022-05-03 00:00:00
FP_0000397,5140896,3204,10001542,demand,2022-05-04 07:00:00,2022-05-04 21:30:06
FP_0000398,5140896,3204,10001542,demand,2022-05-05 07:57:32,2022-05-05 13:18:22
FP_0000427,5141183,X247,X247,demand,2022-04-28 13:23:30,2022-04-28 13:47:07
FP_0000428,5141184,X247,X247,demand,2022-04-28 13:47:07,2022-04-28 14:49:31
FP_0000443,5141313,3105,10000798,demand,2022-04-29 17:33:39,2022-04-29 18:59:38
